,GOV18D,GOV18R,PRECID,NAME
1505,295,140,2147483647,Arapahoe 516
1506,676,201,2147483647,Pitkin 004
1507,624,770,2147483647,Douglas 112
1508,195,122,2147483647,Adams 103
1509,419,451,2147483647,Pueblo 001
1510,387,148,2147483647,Arapahoe 555
1511,343,479,2147483647,Pueblo 219
1512,632,343,2147483647,Larimer 428
1513,300,783,2147483647,El Paso 303
1514,396,303,2147483647,Arapahoe 223
1515,390,322,2147483647,Adams 214
1516,80,147,2147483647,Crowley 005
1517,951,102,2147483647,Gunnison 003
1518,582,398,2147483647,Boulder 507
1519,117,675,2147483647,Weld 104
1520,540,425,2147483647,Jefferson 047
1521,270,367,2147483647,Weld 239
1522,447,400,2147483647,Arapahoe 208
1523,340,492,2147483647,Douglas 313
1524,249,383,2147483647,Weld 232
1525,444,529,2147483647,Montezuma 008
1526,532,111,2145335336,Larimer 336
1527,320,306,2147483647,Douglas 303
1528,351,260,2147483647,Adams 148
1529,172,317,2147483647,Morgan 014
1530,307,102,2147483647,Eagle 008
1531,559,456,2147483647,Arapahoe 183
1532,944,163,2147483647,Boulder 811
1533,399,355,2147483647,Weld 332
1534,595,384,2147483647,El Paso 744
1535,432,375,2147483647,Douglas 220
1536,557,392,2145235232,Larimer 232
1537,275,745,2147483647,Elbert 10
1538,545,375,2147483647,Arapahoe 237
1539,420,211,2147483647,Boulder 613
1540,413,176,2147483647,Broomfield 007
1541,791,151,2145235205,Larimer 205
1542,806,414,2147483647,Boulder 614
1543,405,349,2147483647,Arapahoe 332
1544,310,534,2147483647,Weld 249
1545,159,718,2147483647,Logan 008
1546,498,335,2147483647,Broomfield 011
1547,440,192,2147483647,Arapahoe 515
1548,486,411,2147483647,Arapahoe 322
1549,737,125,1340416417,Denver 417
1550,620,645,2147483647,Adams 073
1551,697,53,1330816811,Denver 811
1552,433,606,2147483647,Weld 335
1553,113,576,2147483647,Elbert 15
1554,318,216,2147483647,Pueblo 016
1555,327,150,2147483647,Arapahoe 521
1556,632,166,1340516519,Denver 519
1557,541,475,2147483647,Larimer 413
1558,590,648,2147483647,Douglas 251
1559,410,282,2147483647,Pueblo 007
1560,349,343,2147483647,El Paso 197
1561,857,150,1340416409,Denver 409
1562,397,395,1222230017,Jefferson 017
1563,589,503,2147483647,Jefferson 202
1564,414,262,2147483647,Adams 039
1565,907,183,2147483647,Boulder 804
1566,837,82,2147483647,Boulder 816
1567,579,431,2145235230,Larimer 230
1568,379,267,2147483647,Adams 141
1569,356,233,2147483647,Arapahoe 467
1570,681,289,2145235218,Larimer 218
1571,292,366,2147483647,Larimer 545
1572,240,418,2147483647,El Paso 146
1573,477,453,2147483647,Jefferson 067
1574,501,155,2145335304,Larimer 304
1575,434,567,2147483647,Jefferson 080
1576,367,650,2147483647,Pueblo 213
1577,492,443,2147483647,El Paso 108
1578,906,217,1320616608,Denver 608
1579,523,490,2147483647,Jefferson 042
1580,362,571,2147483647,Weld 243
1581,494,159,1310916934,Denver 934
1582,357,196,2147483647,Boulder 634
1583,431,496,2147483647,Pueblo 004
1584,1036,753,2147483647,Broomfield 036
1585,904,161,1340416404,Denver 404
1586,759,324,1310916918,Denver 918
1587,658,329,1310916920,Denver 920
1588,415,710,2147483647,Weld 214
1589,484,367,2147483647,Weld 306
1590,350,722,2147483647,Custer 003
1591,834,134,2147483647,Boulder 806
1592,640,231,2147483647,Pitkin 002
1593,426,331,2147483647,Adams 081
1594,727,208,1310616648,Denver 648
1595,253,92,2147483647,Arapahoe 307
1596,435,236,2147483647,Jefferson 161
1597,610,198,2147483647,Routt 017
1598,553,276,2147483647,Boulder 626
1599,552,259,1320116117,Denver 117
1600,954,107,1310216210,Denver 210
1601,354,350,2147483647,Larimer 533
1602,265,392,2147483647,Douglas 506
1603,583,223,2086159001,Summt 001
1604,175,577,2147483647,Delta 010
1605,686,139,2147483647,La Plata 002
1606,340,199,2147483647,Boulder 643
1607,298,651,2147483647,Montrose 025
1608,615,449,2147483647,Jefferson 052
1609,870,193,2147483647,Boulder 310
1610,733,303,1320216250,Denver 250
1611,630,223,2147483647,Pitkin 005
1612,403,409,2147483647,Adams 086
1613,802,77,1340516506,Denver 506
1614,344,516,2081325002,Grand 002
1615,578,510,2147483647,La Plata 017
1616,383,270,2147483647,Arapahoe 338
1617,326,784,2147483647,Douglas 332
1618,313,611,2147483647,Pueblo 218
1619,768,180,2147483647,Jefferson 094
1620,653,349,2145235220,Larimer 220
1621,526,563,2147483647,Mesa 037
1622,959,112,1330816810,Denver 810
1623,743,312,1310616624,Denver 624
1624,484,284,2147483647,Douglas 208
1625,672,417,2147483647,Arapahoe 286
1626,315,410,2147483647,El Paso 415
1627,385,500,2147483647,Larimer 515
1628,324,215,2147483647,Arapahoe 270
1629,984,90,1310816851,Denver 851
1630,435,294,2147483647,Arapahoe 454
1631,561,471,2147483647,Adams 088
1632,335,97,2147483647,Pueblo 030
1633,314,124,2147483647,Adams 122
1634,348,886,2147483647,El Paso 221
1635,318,293,2147483647,Adams 158
1636,288,642,2147483647,Larimer 403
1637,413,348,2147483647,Douglas 242
1638,661,339,2147483647,Boulder 654
1639,267,378,2147483647,El Paso 175
1640,132,369,2147483647,Moffat 009
1641,625,402,2147483647,Boulder 603
1642,558,464,2147483647,Jefferson 102
1643,509,416,2145335329,Larimer 329
1644,520,535,2147483647,Jefferson 066
1645,394,340,2147483647,Arapahoe 244
1646,980,276,2147483647,Boulder 302
1647,660,73,1320216213,Denver 213
1648,830,185,1340416405,Denver 405
1649,453,755,2147483647,Larimer 422
1650,256,423,2147483647,Fremont 013
1651,137,45,2147483647,Arapahoe 548
1652,358,214,2145235201,Larimer 201
1653,211,379,2147483647,Weld 343
1654,616,393,2147483647,Jefferson 038
1655,703,117,1340416411,Denver 411
1656,748,230,1340416401,Denver 401
1657,1175,253,1340516529,Denver 529
1658,238,592,2147483647,Fremont 010
1659,663,282,1320216246,Denver 246
1660,816,212,1340416424,Denver 424
1661,442,689,2147483647,Jefferson 206
1662,338,799,2147483647,El Paso 313
1663,300,163,2147483647,Boulder 627
1664,304,564,2147483647,Pueblo 215
1665,130,567,2147483647,El Paso 501
1666,712,394,2147483647,La Plata 013
1667,298,463,2147483647,Weld 132
1668,728,339,1310616623,Denver 623
1669,800,235,1310916903,Denver 903
1670,764,348,1310916919,Denver 919
1671,208,167,2147483647,Saguache 007
1672,413,380,2147483647,Arapahoe 343
1673,741,282,2147483647,Jefferson 095
1674,470,658,2147483647,Arapahoe 376
1675,664,198,2147483647,Boulder 211
1676,830,259,1310916909,Denver 909
1677,463,107,2147483647,Arapahoe 532
1678,447,756,2147483647,Larimer 423
1679,355,351,2147483647,Douglas 253
1680,496,265,1160116112,Denver 112
1681,505,284,2147483647,Arapahoe 246
1682,740,408,1320216249,Denver 249
1683,650,447,2147483647,Larimer 416
1684,503,224,2145235215,Larimer 215
1685,455,469,1222230035,Jefferson 035
1686,416,99,1330716736,Denver 736
1687,472,284,2147483647,Arapahoe 308
1688,298,541,2147483647,Weld 135
1689,634,77,1330516521,Denver 521
1690,306,499,2147483647,Weld 115
1691,619,256,2147483647,Adams 058
1692,912,134,1310216207,Denver 207
1693,582,307,2147483647,Boulder 616
1694,440,208,2147483647,Adams 008
1695,431,351,2147483647,Arapahoe 456
1696,695,155,2147483647,Boulder 305
1697,346,260,2147483647,Pueblo 011
1698,667,148,2145335301,Larimer 301
1699,373,378,2147483647,Arapahoe 327
1700,177,200,2147483647,El Paso 901
1701,341,526,2147483647,Douglas 353
1702,473,427,2147483647,Routt 006
1703,207,606,2147483647,Montrose 021
1704,969,93,1310816844,Denver 844
1705,457,119,2147483647,Boulder 307
1706,608,522,2147483647,Larimer 411
1707,344,212,2147483647,Arapahoe 151
1708,913,224,1340416419,Denver 419
1709,781,292,1320916913,Denver 913
1710,224,251,2147483647,Pueblo 212
1711,449,227,2081325007,Grand 007
1712,326,527,2147483647,Douglas 325
1713,554,321,2147483647,Jefferson 046
1714,186,181,2147483647,Weld 248
1715,406,83,2147483647,Arapahoe 403
1716,571,311,2145235231,Larimer 231
1717,265,390,2147483647,Otero 001
1718,183,408,2147483647,Fremont 004
1719,79,520,2147483647,Rio Blanco 001
1720,283,465,2147483647,Weld 116
1721,387,244,2147483647,Arapahoe 471
1722,252,914,2147483647,Weld 134
1723,500,100,1330516520,Denver 520
1724,365,202,2147483647,Adams 110
1725,341,555,2147483647,Douglas 260
1726,428,104,2145335306,Larimer 306
1727,387,290,2147483647,Arapahoe 313
1728,378,594,2147483647,Larimer 502
1729,393,494,2147483647,Douglas 215
1730,828,225,2147483647,Boulder 214
1731,390,590,2147483647,Larimer 433
1732,192,129,2147483647,Otero 013
1733,139,548,2147483647,Morgan 004
1734,436,278,2147483647,Arapahoe 267
1735,511,202,1260303115,Arapahoe 115
1736,179,174,2147483647,Pueblo 006
1737,645,53,1330816813,Denver 813
1738,658,226,2147483647,El Paso 742
1739,431,354,2147483647,Pueblo 008
1740,774,471,2147483647,Boulder 601
1741,381,249,2147483647,Arapahoe 317
1742,405,478,2147483647,Douglas 311
1743,491,618,2026047013,Park 013
1744,171,547,2147483647,Delta 007
1745,509,359,2147483647,Adams 049
1746,188,289,2147483647,Weld 333
1747,653,430,2147483647,Jefferson 048
1748,410,64,1340516510,Denver 510
1749,672,537,2147483647,Larimer 603
1750,282,89,2147483647,Arapahoe 508
1751,494,261,2147483647,Boulder 607
1752,259,927,2147483647,El Paso 322
1753,474,531,1162230003,Jefferson 003
1754,1009,231,1340516522,Denver 522
1755,283,626,2147483647,Pueblo 201
1756,252,838,2147483647,Douglas 512
1757,967,127,2147483647,Boulder 843
1758,404,254,2147483647,Pueblo 086
1759,352,175,2147483647,Boulder 649
1760,578,499,2145235237,Larimer 237
1761,158,361,2147483647,Morgan 015
1762,439,148,2147483647,Arapahoe 447
1763,296,89,2147483647,Pueblo 050
1764,448,302,2147483647,Pueblo 063
1765,391,492,2026047010,Park 010
1766,700,268,1320216239,Denver 239
1767,509,107,1330716740,Denver 740
1768,893,64,1310816841,Denver 841
1769,313,858,2147483647,Elbert 7
1770,305,1003,2147483647,El Paso 321
1771,551,382,2147483647,Arapahoe 264
1772,215,792,2147483647,Weld 100
1773,397,528,2147483647,Douglas 312
1774,471,819,2147483647,Douglas 404
1775,902,195,1340416414,Denver 414
1776,603,218,1310916932,Denver 932
1777,509,488,2147483647,Jefferson 057
1778,208,817,2147483647,El Paso 219
1779,279,128,2147483647,Arapahoe 469
1780,350,103,2147483647,Arapahoe 526
1781,456,398,2147483647,Arapahoe 281
1782,553,460,2147483647,Arapahoe 262
1783,563,320,1320116116,Denver 116
1784,817,106,2145235207,Larimer 207
1785,213,417,2147483647,Morgan 010
1786,561,504,2147483647,Jefferson 187
1787,287,749,2147483647,El Paso 315
1788,413,670,2147483647,Douglas 117
1789,794,142,2147483647,San Miguel 002
1790,116,118,2147483647,Prowers 005
1791,274,490,2147483647,Delta 016
1792,384,325,2147483647,Boulder 648
1793,191,490,2147483647,Fremont 002
1794,617,495,2147483647,Larimer 427
1795,732,254,2147483647,Larimer 701
1796,278,104,1260303104,Arapahoe 104
1797,405,644,2147483647,Douglas 341
1798,458,414,2147483647,Arapahoe 274
1799,344,489,2147483647,Douglas 116
1800,940,185,1340416407,Denver 407
1801,318,692,2147483647,El Paso 211
1802,392,471,1162230014,Jefferson 014
1803,848,270,2147483647,Boulder 917
1804,312,543,2147483647,Douglas 111
1805,391,629,2147483647,Douglas 336
1806,1182,165,1340216201,Denver 201
1807,962,72,1310216205,Denver 205
1808,328,255,2147483647,El Paso 174
1809,688,57,1330716701,Denver 701
1810,354,253,2147483647,Arapahoe 547
1811,390,282,2147483647,Arapahoe 266
1812,644,308,1320216245,Denver 245
1813,781,225,2145235214,Larimer 214
1814,207,83,2147483647,Larimer 601
1815,358,258,2147483647,Arapahoe 318
1816,637,268,2147483647,Boulder 104
1817,597,926,2147483647,Douglas 330
1818,666,173,1340516525,Denver 525
1819,480,82,2147483647,Boulder 880
1820,497,112,1330716738,Denver 738
1821,268,97,2147483647,Pueblo 014
1822,292,245,2147483647,Eagle 006
1823,370,190,2147483647,Arapahoe 265
1824,1185,211,1340416415,Denver 415
1825,644,208,1260303105,Arapahoe 105
1826,467,467,2147483647,Arapahoe 346
1827,484,505,2147483647,Jefferson 059
1828,397,224,2147483647,Arapahoe 269
1829,273,309,2147483647,El Paso 198
1830,651,286,2147483647,Jefferson 188
1831,470,427,2147483647,Adams 053
1832,479,240,2147483647,Boulder 605
1833,341,341,2147483647,Mesa 017
1834,504,301,2147483647,Adams 065
1835,374,103,2147483647,Arapahoe 552
1836,762,182,2147483647,Boulder 306
1837,346,98,2147483647,Pueblo 031
1838,402,464,2147483647,Douglas 248
